epoch,step,train_loss_epoch,train_loss_step,val_loss
25,180,,2.9816415309906006,
25,181,,2.802400588989258,
25,181,,,2.88029146194458
25,181,2.975815773010254,,
26,182,,2.866788864135742,
26,183,,2.9393739700317383,
26,184,,2.9575867652893066,
26,185,,2.9921813011169434,
26,186,,2.99261212348938,
26,187,,2.9909350872039795,
26,188,,2.9081497192382812,
26,188,,,2.8628804683685303
26,188,2.9546425342559814,,
27,189,,2.9190926551818848,
27,190,,3.019578218460083,
27,191,,2.9318134784698486,
27,192,,2.8510284423828125,
27,193,,2.9615914821624756,
27,194,,2.985039234161377,
27,195,,2.906540632247925,
27,195,,,2.8473422527313232
27,195,2.943164587020874,,
28,196,,3.0011963844299316,
28,197,,2.949683666229248,
28,198,,2.993386745452881,
28,199,,2.8519716262817383,
28,200,,2.969470739364624,
28,201,,2.8387773036956787,
28,202,,2.742236852645874,
28,202,,,2.8301010131835938
28,202,2.9264070987701416,,
29,203,,2.7968637943267822,
29,204,,3.03387188911438,
29,205,,3.0587832927703857,
29,206,,2.6701338291168213,
29,207,,2.963651180267334,
29,208,,3.006964921951294,
29,209,,2.919365167617798,
29,209,,,2.8165323734283447
29,209,2.9216177463531494,,
30,210,,2.805082082748413,
30,211,,2.9052953720092773,
30,212,,2.911186456680298,
30,213,,2.9966394901275635,
30,214,,2.9709043502807617,
30,215,,2.8842859268188477,
30,216,,2.7112338542938232,
30,216,,,2.808493137359619
30,216,2.9041922092437744,,
31,217,,2.8699910640716553,
31,218,,2.884336471557617,
31,219,,2.9441375732421875,
31,220,,2.823726177215576,
31,221,,2.967400550842285,
31,222,,2.835885524749756,
31,223,,3.0141024589538574,
31,223,,,2.799917697906494
31,223,2.8926403522491455,,
32,224,,2.88710880279541,
32,225,,2.8785297870635986,
32,226,,2.8200843334198,
32,227,,2.803421974182129,
32,228,,2.8701045513153076,
32,229,,3.009460687637329,
32,230,,2.887848377227783,
32,230,,,2.789083480834961
32,230,2.878507614135742,,
33,231,,2.828580379486084,
33,232,,2.8223345279693604,
33,233,,2.968820810317993,
33,234,,2.9370672702789307,
33,235,,2.6865384578704834,
33,236,,2.990374803543091,
33,237,,3.0048840045928955,
33,237,,,2.7778496742248535
33,237,2.8775899410247803,,
34,238,,3.0500996112823486,
34,239,,2.8121824264526367,
34,240,,2.8514277935028076,
34,241,,2.7230958938598633,
34,242,,2.80302357673645,
34,243,,2.9534010887145996,
34,244,,3.085012197494507,
34,244,,,2.7665843963623047
34,244,2.8743174076080322,,
35,245,,2.880366802215576,
35,246,,2.8742308616638184,
35,247,,2.8303134441375732,
35,248,,2.8618013858795166,
35,249,,2.9319357872009277,
35,250,,2.896991729736328,
35,251,,2.625096082687378,
35,251,,,2.760443925857544
35,251,2.8691065311431885,,
36,252,,2.8890278339385986,
36,253,,2.840437412261963,
36,254,,2.6909546852111816,
36,255,,2.9343948364257812,
36,256,,2.8687710762023926,
36,257,,2.902076005935669,
36,258,,2.8317830562591553,
36,258,,,2.752032995223999
36,258,2.853377103805542,,
37,259,,2.9089152812957764,
37,260,,2.970069408416748,
37,261,,2.7517271041870117,
37,262,,2.812070608139038,
37,263,,2.8401691913604736,
37,264,,2.8413589000701904,
37,265,,2.843963623046875,
37,265,,,2.7423226833343506
37,265,2.8536481857299805,,
38,266,,2.8629708290100098,
38,267,,2.768988847732544,
38,268,,2.893785238265991,
38,269,,2.845029592514038,
38,270,,2.824462413787842,
38,271,,2.905881643295288,
38,272,,2.7555785179138184,
38,272,,,2.7360057830810547
38,272,2.846402168273926,,
39,273,,2.8243019580841064,
39,274,,2.9115116596221924,
39,275,,2.741490125656128,
39,276,,2.844412088394165,
39,277,,2.7092103958129883,
39,278,,2.867887258529663,
39,279,,3.0498180389404297,
39,279,,,2.727391242980957
39,279,2.825802803039551,,
40,280,,2.9756150245666504,
40,281,,2.7670342922210693,
40,282,,2.915055751800537,
40,283,,2.7801733016967773,
40,284,,2.824242353439331,
40,285,,2.7453367710113525,
40,286,,2.8891758918762207,
40,286,,,2.7239255905151367
40,286,2.8367602825164795,,
41,287,,2.841495990753174,
41,288,,2.935275077819824,
41,289,,2.759638547897339,
41,290,,2.870326042175293,
41,291,,2.753927707672119,
41,292,,2.8071236610412598,
41,293,,2.939838409423828,
41,293,,,2.719856023788452
41,293,2.832439661026001,,
42,294,,2.7388529777526855,
42,295,,2.8086349964141846,
42,296,,2.988557815551758,
42,297,,2.7006897926330566,
42,298,,2.9374632835388184,
42,299,,2.777447462081909,
42,300,,2.5941851139068604,
42,300,,,2.7171599864959717
42,300,2.816030979156494,,
43,301,,2.807433843612671,
43,302,,2.8261208534240723,
43,303,,2.8666396141052246,
43,304,,2.746798276901245,
43,305,,2.9053778648376465,
43,306,,2.761664867401123,
43,307,,2.753594398498535,
43,307,,,2.713456392288208
43,307,2.816389560699463,,
44,308,,2.955453395843506,
44,309,,2.756804943084717,
44,310,,2.72615647315979,
44,311,,2.787855386734009,
44,312,,2.7331178188323975,
44,313,,2.855822801589966,
44,314,,3.0074219703674316,
44,314,,,2.706817865371704
44,314,2.8107306957244873,,
45,315,,2.844054937362671,
45,316,,2.6345908641815186,
45,317,,2.861182689666748,
45,318,,2.9791927337646484,
45,319,,2.544203758239746,
45,320,,2.861936092376709,
45,321,,3.1782288551330566,
45,321,,,2.702195405960083
45,321,2.803154945373535,,
46,322,,2.878889560699463,
46,323,,2.708134412765503,
46,324,,2.9114155769348145,
46,325,,2.743201494216919,
46,326,,2.688142776489258,
46,327,,2.8584389686584473,
46,328,,2.831629514694214,
46,328,,,2.6981756687164307
46,328,2.7993807792663574,,
47,329,,2.6871724128723145,
47,330,,2.7069811820983887,
47,331,,2.6891207695007324,
47,332,,2.8405232429504395,
47,333,,2.9212403297424316,
47,334,,2.947760820388794,
47,335,,2.7708544731140137,
47,335,,,2.6948468685150146
47,335,2.7976818084716797,,
48,336,,2.867116928100586,
48,337,,2.844285249710083,
48,338,,2.7912330627441406,
48,339,,2.692596673965454,
48,340,,2.7995667457580566,
48,341,,2.7579543590545654,
48,342,,2.8190901279449463,
48,342,,,2.6910593509674072
48,342,2.7932040691375732,,
49,343,,2.695427179336548,
49,344,,2.716224431991577,
49,345,,2.9261395931243896,
49,346,,2.829257011413574,
49,347,,2.7561287879943848,
49,348,,2.762491464614868,
49,349,,3.0781424045562744,
49,349,,,2.6869618892669678
49,349,2.792832612991333,,
50,350,,2.8250980377197266,
50,351,,2.6921117305755615,
50,352,,2.695355176925659,
50,353,,2.930187225341797,
50,354,,2.708998918533325,
50,355,,2.7302606105804443,
50,356,,3.536989212036133,
50,356,,,2.686232566833496
50,356,2.7946014404296875,,
51,357,,2.7482268810272217,
51,358,,2.7057480812072754,
51,359,,2.730407238006592,
51,360,,2.7904298305511475,
51,361,,2.855384349822998,
51,362,,2.8797476291656494,
51,363,,2.892263412475586,
51,363,,,2.6829967498779297
51,363,2.7892816066741943,,
52,364,,2.5736441612243652,
52,365,,2.722720146179199,
52,366,,2.9123482704162598,
52,367,,2.850386142730713,
52,368,,2.865596055984497,
52,369,,2.7760016918182373,
52,370,,2.8579506874084473,
52,370,,,2.682474136352539
52,370,2.7864294052124023,,
53,371,,2.7548112869262695,
53,372,,3.0075950622558594,
53,373,,2.8060455322265625,
53,374,,2.629025459289551,
53,375,,2.7639853954315186,
53,376,,2.780740976333618,
53,377,,2.8959693908691406,
53,377,,,2.6800525188446045
53,377,2.7945916652679443,,
54,378,,2.8497753143310547,
54,379,,2.7164483070373535,
54,380,,2.694134473800659,
54,381,,2.9088802337646484,
54,382,,2.8182621002197266,
54,383,,2.809523582458496,
54,384,,2.518796682357788,
54,384,,,2.676135778427124
54,384,2.788275718688965,,
55,385,,2.767738103866577,
55,386,,2.781839609146118,
55,387,,2.9248530864715576,
55,388,,2.621610164642334,
55,389,,2.794283390045166,
55,390,,2.857435703277588,
55,391,,2.7683982849121094,
55,391,,,2.672468662261963
55,391,2.790377140045166,,
56,392,,2.8226563930511475,
56,393,,2.6911892890930176,
56,394,,2.7631618976593018,
56,395,,2.6780664920806885,
56,396,,2.772787094116211,
56,397,,2.842629909515381,
56,398,,2.7546048164367676,
56,398,,,2.671146869659424
56,398,2.761462688446045,,
57,399,,2.6571850776672363,
57,400,,2.6793060302734375,
57,401,,2.7953028678894043,
57,402,,2.7599868774414062,
57,403,,2.870192766189575,
57,404,,2.7994964122772217,
57,405,,2.9549787044525146,
57,405,,,2.6718943119049072
57,405,2.7680344581604004,,
58,406,,2.6597700119018555,
58,407,,2.71342396736145,
58,408,,2.840304136276245,
58,409,,2.7359890937805176,
58,410,,2.8210344314575195,
58,411,,2.812574863433838,
58,412,,2.726789712905884,
58,412,,,2.668534278869629
58,412,2.7623672485351562,,
59,413,,2.8569774627685547,
59,414,,2.7506256103515625,
59,415,,2.6169753074645996,
59,416,,2.723829746246338,
59,417,,2.943347692489624,
59,418,,2.7357802391052246,
59,419,,2.5940511226654053,
59,419,,,2.6671674251556396
59,419,2.7641677856445312,,
60,420,,2.6857264041900635,
60,421,,2.6918420791625977,
60,422,,2.75339412689209,
60,423,,2.7997233867645264,
60,424,,2.7496066093444824,
60,425,,2.87546968460083,
60,426,,2.8288683891296387,
60,426,,,2.6698660850524902
60,426,2.7620763778686523,,
61,427,,2.740394115447998,
61,428,,2.882322311401367,
61,429,,2.7079977989196777,
61,430,,2.7905325889587402,
61,431,,2.7261929512023926,
61,432,,2.6708121299743652,
61,433,,3.186372756958008,
61,433,,,2.661680221557617
61,433,2.7703750133514404,,
62,434,,2.8077802658081055,
62,435,,2.6768579483032227,
62,436,,2.7434451580047607,
62,437,,2.8091955184936523,
62,438,,2.665740728378296,
62,439,,2.797452688217163,
62,440,,2.9015989303588867,
62,440,,,2.662513017654419
62,440,2.7561395168304443,,
63,441,,2.8002769947052,
63,442,,2.5843944549560547,
63,443,,2.7822189331054688,
63,444,,2.789659023284912,
63,445,,2.6721866130828857,
63,446,,2.8406167030334473,
63,447,,2.751859426498413,
63,447,,,2.660081148147583
63,447,2.745170831680298,,
64,448,,2.760928153991699,
64,449,,2.7983670234680176,
64,450,,2.6984236240386963,
64,451,,2.6924076080322266,
64,452,,2.8587002754211426,
64,453,,2.673664093017578,
64,454,,3.06286358833313,
64,454,,,2.660675287246704
64,454,2.7597131729125977,,
65,455,,2.9494669437408447,
65,456,,2.850050926208496,
65,457,,2.8176074028015137,
65,458,,2.7175662517547607,
65,459,,2.5259745121002197,
65,460,,2.780843496322632,
65,461,,2.540766716003418,
65,461,,,2.6599011421203613
65,461,2.7642717361450195,,
66,462,,2.8619165420532227,
66,463,,2.6365246772766113,
66,464,,2.784571647644043,
66,465,,2.77506685256958,
66,466,,2.781813144683838,
66,467,,2.8167078495025635,
66,468,,2.3309826850891113,
66,468,,,2.6610238552093506
66,468,2.7582952976226807,,
67,469,,2.8455381393432617,
67,470,,2.902040958404541,
67,471,,2.735870122909546,
67,472,,2.6770029067993164,
67,473,,2.81801438331604,
67,474,,2.858088731765747,
67,475,,2.3863980770111084,
67,475,,,2.659660577774048
67,475,2.789304733276367,,
68,476,,2.619180202484131,
68,477,,2.714095115661621,
68,478,,2.817715644836426,
68,479,,2.6979644298553467,
68,480,,2.8940000534057617,
68,481,,2.7857730388641357,
68,482,,2.9041085243225098,
68,482,,,2.6561050415039062
68,482,2.76076078414917,,
69,483,,2.835407257080078,
69,484,,2.7229559421539307,
69,485,,2.693279981613159,
69,486,,2.7739715576171875,
69,487,,2.893376588821411,
69,488,,2.75124192237854,
69,489,,2.6517817974090576,
69,489,,,2.6554453372955322
69,489,2.773308515548706,,
70,490,,2.668104410171509,
70,491,,2.716770648956299,
70,492,,2.801816701889038,
70,493,,2.8663792610168457,
70,494,,2.7966136932373047,
70,495,,2.7216248512268066,
70,496,,2.8483104705810547,
70,496,,,2.654937505722046
70,496,2.7653419971466064,,
71,497,,2.6743063926696777,
71,498,,2.7884020805358887,
71,499,,2.7189576625823975,
71,500,,2.8966619968414307,
71,501,,2.7033772468566895,
71,502,,2.6987640857696533,
71,503,,2.929614782333374,
71,503,,,2.654097318649292
71,503,2.7540597915649414,,
72,504,,2.6700026988983154,
72,505,,2.6366796493530273,
72,506,,2.7683918476104736,
72,507,,2.6831936836242676,
72,508,,2.9025964736938477,
72,509,,2.862842559814453,
72,510,,2.685415029525757,
72,510,,,2.6548681259155273
72,510,2.7512099742889404,,
73,511,,2.77866530418396,
73,512,,2.7557928562164307,
73,513,,2.8863015174865723,
73,514,,2.74540376663208,
73,515,,2.8272883892059326,
73,516,,2.579946517944336,
73,517,,2.793206214904785,
73,517,,,2.653424024581909
73,517,2.763472080230713,,
74,518,,2.7625691890716553,
74,519,,2.7988996505737305,
74,520,,2.754288673400879,
74,521,,2.826699733734131,
74,522,,2.7592251300811768,
74,523,,2.5892210006713867,
74,524,,3.0887012481689453,
74,524,,,2.6556525230407715
74,524,2.7620925903320312,,
75,525,,2.9431185722351074,
75,526,,2.8515305519104004,
75,527,,2.6690847873687744,
75,528,,2.7244367599487305,
75,529,,2.654749631881714,
75,530,,2.7932651042938232,
75,531,,2.598883867263794,
75,531,,,2.6518425941467285
75,531,2.765744924545288,,
76,532,,2.7559750080108643,
76,533,,2.8667101860046387,
76,534,,2.5843091011047363,
76,535,,2.7775228023529053,
76,536,,2.560520648956299,
76,537,,2.9060935974121094,
76,538,,2.6710615158081055,
76,538,,,2.649960994720459
76,538,2.739023447036743,,
77,539,,2.6651601791381836,
77,540,,2.715494394302368,
77,541,,2.8138303756713867,
77,542,,2.76963210105896,
77,543,,2.620482921600342,
77,544,,2.8433635234832764,
77,545,,2.8339619636535645,
77,545,,,2.650540351867676
77,545,2.7418324947357178,,
78,546,,2.7163538932800293,
78,547,,2.7711453437805176,
78,548,,2.8611903190612793,
78,549,,2.7596018314361572,
78,550,,2.7226428985595703,
78,551,,2.656062602996826,
78,552,,2.622809886932373,
78,552,,,2.653860092163086
78,552,2.7428319454193115,,
79,553,,2.7166268825531006,
79,554,,2.8258705139160156,
79,555,,2.7536964416503906,
79,556,,2.633937120437622,
79,557,,2.81435489654541,
79,558,,2.6679306030273438,
79,559,,2.9457435607910156,
79,559,,,2.6523702144622803
79,559,2.743816614151001,,
80,560,,2.8374438285827637,
80,561,,2.647331714630127,
80,562,,2.837967872619629,
80,563,,2.8446621894836426,
80,564,,2.630033493041992,
80,565,,2.733738899230957,
80,566,,2.7413432598114014,
80,566,,,2.6556589603424072
80,566,2.7546420097351074,,
81,567,,2.8032174110412598,
81,568,,2.644623279571533,
81,569,,2.5753207206726074,
81,570,,2.9802002906799316,
81,571,,2.8238279819488525,
81,572,,2.661302328109741,
81,573,,2.8180737495422363,
81,573,,,2.65512752532959
81,573,2.7508816719055176,,
82,574,,2.838238477706909,
82,575,,2.738973617553711,
82,576,,2.6369476318359375,
82,577,,2.7661917209625244,
82,578,,2.800259590148926,
82,579,,2.7547607421875,
82,580,,2.8848955631256104,
82,580,,,2.653900146484375
82,580,2.7610552310943604,,
83,581,,2.6469292640686035,
83,582,,2.746570110321045,
83,583,,2.8016040325164795,
83,584,,2.689497947692871,
83,585,,2.798487663269043,
83,586,,2.7488036155700684,
83,587,,2.812077760696411,
83,587,,,2.648768901824951
83,587,2.7415859699249268,,
84,588,,2.7814738750457764,
84,589,,2.764322519302368,
84,590,,2.830263614654541,
84,591,,2.7827718257904053,
84,592,,2.670896291732788,
84,593,,2.7061924934387207,
84,594,,2.5432276725769043,
84,594,,,2.6486053466796875
84,594,2.747476577758789,,
85,595,,2.8605034351348877,
85,596,,2.7362232208251953,
85,597,,2.8592278957366943,
85,598,,2.6879138946533203,
85,599,,2.6509149074554443,
85,600,,2.699930191040039,
85,601,,2.6852800846099854,
85,601,,,2.6507272720336914
85,601,2.746565341949463,,
86,602,,2.7616758346557617,
86,603,,2.742436408996582,
86,604,,2.7429251670837402,
86,605,,2.797096014022827,
86,606,,2.7173471450805664,
86,607,,2.7195210456848145,
86,608,,2.877519369125366,
86,608,,,2.6505696773529053
86,608,2.752061128616333,,
87,609,,2.7719380855560303,
87,610,,2.6916778087615967,
87,611,,2.863119602203369,
87,612,,2.728984832763672,
87,613,,2.710756778717041,
87,614,,2.8235230445861816,
87,615,,2.6224827766418457,
87,615,,,2.649960994720459
87,615,2.7592992782592773,,
88,616,,2.8731775283813477,
88,617,,2.7403063774108887,
88,618,,2.6795578002929688,
88,619,,2.720548391342163,
88,620,,2.750748872756958,
88,621,,2.7723217010498047,
88,622,,2.542207717895508,
88,622,,,2.647430419921875
88,622,2.747553825378418,,
89,623,,2.9218671321868896,
89,624,,2.65959095954895,
89,625,,2.6087443828582764,
89,626,,2.6593780517578125,
89,627,,2.8266377449035645,
89,628,,2.8830373287200928,
89,629,,2.9142823219299316,
89,629,,,2.648606300354004
89,629,2.76605224609375,,
90,630,,2.769453525543213,
90,631,,2.7232182025909424,
90,632,,2.6679720878601074,
90,633,,2.7683653831481934,
90,634,,2.82861065864563,
90,635,,2.8300204277038574,
90,636,,2.6762535572052,
90,636,,,2.649014949798584
90,636,2.7610726356506348,,
91,637,,2.9842031002044678,
91,638,,2.749387264251709,
91,639,,2.73689603805542,
91,640,,2.6446003913879395,
91,641,,2.699570894241333,
91,642,,2.650682210922241,
91,643,,2.8521335124969482,
91,643,,,2.6468558311462402
91,643,2.748539447784424,,
92,644,,2.8094797134399414,
92,645,,2.893558979034424,
92,646,,2.71513032913208,
92,647,,2.6562654972076416,
92,648,,2.847649335861206,
92,649,,2.642864942550659,
92,650,,2.3637313842773438,
92,650,,,2.6472105979919434
92,650,2.744940996170044,,
93,651,,2.8385376930236816,
93,652,,2.705507755279541,
93,653,,2.826796770095825,
93,654,,2.5256073474884033,
93,655,,2.914515495300293,
93,656,,2.7704005241394043,
93,657,,2.9002325534820557,
93,657,,,2.649397611618042
93,657,2.7690277099609375,,
94,658,,2.844514846801758,
94,659,,2.6069107055664062,
94,660,,2.8665544986724854,
94,661,,2.8080687522888184,
94,662,,2.7755424976348877,
94,663,,2.7401978969573975,
94,664,,2.5115504264831543,
94,664,,,2.650033473968506
94,664,2.763148307800293,,
95,665,,2.5907983779907227,
95,666,,2.694878101348877,
95,667,,2.725876808166504,
95,668,,3.0116961002349854,
95,669,,2.7670860290527344,
95,670,,2.7609901428222656,
95,671,,2.652517318725586,
95,671,,,2.6480493545532227
95,671,2.754312753677368,,
96,672,,2.759772777557373,
96,673,,2.766709089279175,
96,674,,2.773974895477295,
96,675,,2.755924940109253,
96,676,,2.6087424755096436,
96,677,,2.881197452545166,
96,678,,2.765920639038086,
96,678,,,2.6492810249328613
96,678,2.7580482959747314,,
97,679,,2.7105014324188232,
97,680,,2.8602800369262695,
97,681,,2.776555299758911,
97,682,,2.700143814086914,
97,683,,2.826197385787964,
97,684,,2.630765914916992,
97,685,,2.9107182025909424,
97,685,,,2.6502838134765625
97,685,2.7571399211883545,,
98,686,,2.849256992340088,
98,687,,2.678410291671753,
98,688,,2.891568422317505,
98,689,,2.799462080001831,
98,690,,2.6364340782165527,
98,691,,2.7011094093322754,
98,692,,2.633117198944092,
98,692,,,2.650451421737671
98,692,2.7543230056762695,,
99,693,,2.610713243484497,
99,694,,2.666445255279541,
99,695,,2.8089067935943604,
99,696,,2.791654348373413,
99,697,,2.9216418266296387,
99,698,,2.623272657394409,
99,699,,2.8972208499908447,
99,699,,,2.6457929611206055
99,699,2.7435104846954346,,
